message_text,cleaned_message_text,unigram_bigram_ready_text,annotation_count,risk_categories_present,suspicious_phrases_json,label,label_name,scam_subtype,source_name,source_url,data_origin_type,is_synthetic,split,message_length_characters,message_length_words,cleaned_token_count,digit_count,exclamation_mark_count,contains_url_like_text,contains_phone_number_like_text
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,there's someone here that has a year lt gt toyota camry like mr olayiwola's own mileage is lt gt k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back,there's someone here that has a year lt gt toyota camry like mr olayiwola's own mileage is lt gt k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back there's_someone someone_here here_that that_has has_a a_year year_lt lt_gt gt_toyota toyota_camry camry_like like_mr mr_olayiwola's olayiwola's_own own_mileage mileage_is is_lt lt_gt gt_k k_its its_clean clean_but but_i i_need need_to to_know know_how how_much much_will will_it it_sell sell_for for_if if_i i_can can_raise raise_the the_dough dough_for for_it it_how how_soon soon_after after_landing landing_will will_it it_sell sell_holla holla_back,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,247,47,50,0,0,0,0
Which is weird because I know I had it at one point,which is weird because i know i had it at one point,which is weird because i know i had it at one point which_is is_weird weird_because because_i i_know know_i i_had had_it it_at at_one one_point,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,51,12,12,0,0,0,0
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",yeah there's barely enough room for the two of us x has too many fucking shoes sorry man see you later,yeah there's barely enough room for the two of us x has too many fucking shoes sorry man see you later yeah_there's there's_barely barely_enough enough_room room_for for_the the_two two_of of_us us_x x_has has_too too_many many_fucking fucking_shoes shoes_sorry sorry_man man_see see_you you_later,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,105,21,21,0,0,0,0
THIS IS A LONG FUCKIN SHOWR,this is a long fuckin showr,this is a long fuckin showr this_is is_a a_long long_fuckin fuckin_showr,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,27,6,6,0,0,0,0
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess i like to make love lt gt times per night hope thats not a problem,princess i like to make love lt gt times per night hope thats not a problem princess_i i_like like_to to_make make_love love_lt lt_gt gt_times times_per per_night night_hope hope_thats thats_not not_a a_problem,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,84,15,16,0,1,0,0
"I av a new number,  . Wil u only use this one,ta.",i av a new number wil u only use this one ta,i av a new number wil u only use this one ta i_av av_a a_new new_number number_wil wil_u u_only only_use use_this this_one one_ta,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,49,12,12,0,0,0,0
Your bill at 3 is £33.65 so thats not bad!,your bill at 3 is 33 65 so thats not bad,your bill at 3 is 33 65 so thats not bad your_bill bill_at at_3 3_is is_33 33_65 65_so so_thats thats_not not_bad,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,42,10,11,5,1,0,0
get ready to moan and scream :),get ready to moan and scream,get ready to moan and scream get_ready ready_to to_moan moan_and and_scream,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,31,7,6,0,0,0,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance is currently 500 pounds to maximize ur cash in now send cash to 86688 only 150p msg cc phone_token po box 114 14 tcr w1,ur cash balance is currently 500 pounds to maximize ur cash in now send cash to 86688 only 150p msg cc phone_token po box 114 14 tcr w1 ur_cash cash_balance balance_is is_currently currently_500 500_pounds pounds_to to_maximize maximize_ur ur_cash cash_in in_now now_send send_cash cash_to to_86688 86688_only only_150p 150p_msg msg_cc cc_phone_token phone_token_po po_box box_114 114_14 14_tcr tcr_w1,0,,[],1,scam,payment_request,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,139,24,28,28,0,0,1
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,yup it's at paragon i havent decided whether 2 cut yet hee,yup it's at paragon i havent decided whether 2 cut yet hee yup_it's it's_at at_paragon paragon_i i_havent havent_decided decided_whether whether_2 2_cut cut_yet yet_hee,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,67,12,12,1,0,0,0
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,how to make a girl happy it's not at all difficult to make girls happy u only need to be 1 a friend 2 companion 3 lover 4 chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt very clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam,how to make a girl happy it's not at all difficult to make girls happy u only need to be 1 a friend 2 companion 3 lover 4 chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt very clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam how_to to_make make_a a_girl girl_happy happy_it's it's_not not_at at_all all_difficult difficult_to to_make make_girls girls_happy happy_u u_only only_need need_to to_be be_1 1_a a_friend friend_2 2_companion companion_3 3_lover lover_4 4_chef chef_lt lt_gt gt_good good_listener listener_lt lt_gt gt_organizer organizer_lt lt_gt gt_good good_boyfriend boyfriend_lt lt_gt gt_very very_clean clean_lt lt_gt gt_sympathetic sympathetic_lt lt_gt gt_athletic athletic_lt lt_gt gt_warm warm_lt lt_gt gt_courageous courageous_lt lt_gt gt_determined determined_lt lt_gt gt_true true_lt lt_gt gt_dependable dependable_lt lt_gt gt_intelligent intelligent_lt lt_gt gt_psychologist psychologist_lt lt_gt gt_pest pest_exterminator exterminator_lt lt_gt gt_psychiatrist psychiatrist_lt lt_gt gt_healer healer_lt lt_gt gt_stylist stylist_lt lt_gt gt_driver driver_aaniye aaniye_pudunga pudunga_venaam,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,611,103,90,4,0,0,0
"Aight, see you in a bit",aight see you in a bit,aight see you in a bit aight_see see_you you_in in_a a_bit,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,23,6,6,0,0,0,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,private your 2003 account statement for shows 800 un redeemed s i m points call phone_token identifier code 42810 expires 29 10 0,private your 2003 account statement for shows 800 un redeemed s i m points call phone_token identifier code 42810 expires 29 10 0 private_your your_2003 2003_account account_statement statement_for for_shows shows_800 800_un un_redeemed redeemed_s s_i i_m m_points points_call call_phone_token phone_token_identifier identifier_code code_42810 42810_expires expires_29 29_10 10_0,0,,[],1,scam,account_verification,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,135,20,23,28,1,0,1
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town i_feel feel_like like_a a_dick dick_because because_i i_keep keep_sleeping sleeping_through through_your your_texts texts_and and_facebook facebook_messages messages_sup sup_you you_in in_town,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,102,19,19,0,0,0,0
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",i'm nt goin got somethin on unless they meetin 4 dinner lor haha i wonder who will go tis time,i'm nt goin got somethin on unless they meetin 4 dinner lor haha i wonder who will go tis time i'm_nt nt_goin goin_got got_somethin somethin_on on_unless unless_they they_meetin meetin_4 4_dinner dinner_lor lor_haha haha_i i_wonder wonder_who who_will will_go go_tis tis_time,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,103,20,20,1,0,0,0
How many licks does it take to get to the center of a tootsie pop?,how many licks does it take to get to the center of a tootsie pop,how many licks does it take to get to the center of a tootsie pop how_many many_licks licks_does does_it it_take take_to to_get get_to to_the the_center center_of of_a a_tootsie tootsie_pop,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,66,15,15,0,0,0,0
Nah dub but je still buff,nah dub but je still buff,nah dub but je still buff nah_dub dub_but but_je je_still still_buff,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,25,6,6,0,0,0,0
From here after The performance award is calculated every two month.not for current one month period..,from here after the performance award is calculated every two month not for current one month period,from here after the performance award is calculated every two month not for current one month period from_here here_after after_the the_performance performance_award award_is is_calculated calculated_every every_two two_month month_not not_for for_current current_one one_month month_period,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,102,16,17,0,0,0,0
"Cool, I'll text you when I'm on the way",cool i'll text you when i'm on the way,cool i'll text you when i'm on the way cool_i'll i'll_text text_you you_when when_i'm i'm_on on_the the_way,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,39,9,9,0,0,0,0
Ok but tell me half an hr b4 u come i need 2 prepare.,ok but tell me half an hr b4 u come i need 2 prepare,ok but tell me half an hr b4 u come i need 2 prepare ok_but but_tell tell_me me_half half_an an_hr hr_b4 b4_u u_come come_i i_need need_2 2_prepare,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,53,14,14,2,0,0,0
I havent add ü yet right..,i havent add yet right,i havent add yet right i_havent havent_add add_yet yet_right,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,26,6,5,0,0,0,0
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,we not leaving yet ok lor then we go elsewhere n eat u thk,we not leaving yet ok lor then we go elsewhere n eat u thk we_not not_leaving leaving_yet yet_ok ok_lor lor_then then_we we_go go_elsewhere elsewhere_n n_eat eat_u u_thk,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,63,14,14,0,0,0,0
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r a winner u ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710p min 18,u r a winner u ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710p min 18 u_r r_a a_winner winner_u u_ave ave_been been_specially specially_selected selected_2 2_receive receive_1000 1000_cash cash_or or_a a_4 4_holiday holiday_flights flights_inc inc_speak speak_to to_a a_live live_operator operator_2 2_claim claim_0871277810710p 0871277810710p_min min_18,0,,[],1,scam,prize_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,151,29,29,22,0,0,0
